commune_label,commune_norm,commune_label_title
ORS,ors,Ors
ORSAY,orsay,Orsay
ORTAFFA,ortaffa,Ortaffa
ORTHEZ,orthez,Orthez
ORVAL,orval,Orval
ORVAL SUR SIENNE,orval sur sienne,Orval Sur Sienne
OSMOY-SAINT-VALERY,osmoy saint valery,Osmoy-saint-valery
OSNY,osny,Osny
OSSEJA,osseja,Osseja
OSSUN,ossun,Ossun
OSTHEIM,ostheim,Ostheim
OSTRICOURT,ostricourt,Ostricourt
OTTMARSHEIM,ottmarsheim,Ottmarsheim
OUDON,oudon,Oudon
OUGES,ouges,Ouges
OUGNEY-DOUVOT,ougney douvot,Ougney-douvot
OULLINS,oullins,Oullins
OURSBELILLE,oursbelille,Oursbelille
OURVILLE-EN-CAUX,ourville en caux,Ourville-en-caux
OUVILLE-LA-RIVIERE,ouville la riviere,Ouville-la-riviere
OXELAERE,oxelaere,Oxelaere
OYONNAX,oyonnax,Oyonnax
OYRIERES,oyrieres,Oyrieres
OZOIR-LA-FERRIERE,ozoir la ferriere,Ozoir-la-ferriere
OZON,ozon,Ozon
OZOUER-LE-VOULGIS,ozouer le voulgis,Ozouer-le-voulgis
PACY-SUR-ARMANCON,pacy sur armancon,Pacy-sur-armancon
PACY-SUR-EURE,pacy sur eure,Pacy-sur-eure
PAGNY-LE-CHATEAU,pagny le chateau,Pagny-le-chateau
PAGNY-SUR-MEUSE,pagny sur meuse,Pagny-sur-meuse
PAGNY-SUR-MOSELLE,pagny sur moselle,Pagny-sur-moselle
PAIMBŒUF,paimbœuf,Paimbœuf
PAIMPOL,paimpol,Paimpol
PALAISEAU,palaiseau,Palaiseau
PALASCA,palasca,Palasca
PALAU-DEL-VIDRE,palau del vidre,Palau-del-vidre
PALINGES,palinges,Palinges
PALLUAU-SUR-INDRE,palluau sur indre,Palluau-sur-indre
PAMIERS,pamiers,Pamiers
PAMPROUX,pamproux,Pamproux
PANNECE,pannece,Pannece
PANNES,pannes,Pannes
PANTIN,pantin,Pantin
PARAY-DOUAVILLE,paray douaville,Paray-douaville
PARAY-LE-MONIAL,paray le monial,Paray-le-monial
PARCEY,parcey,Parcey
PAREMPUYRE,parempuyre,Parempuyre
PARENT,parent,Parent
PARGNY-SUR-SAULX,pargny sur saulx,Pargny-sur-saulx
PARIS,paris,Paris
PARMAIN,parmain,Parmain
PARSAC-RIMONDEIX,parsac rimondeix,Parsac-rimondeix
PARTHENAY,parthenay,Parthenay
PAS-DE-JEU,pas de jeu,Pas-de-jeu
PASSY,passy,Passy
PATAY,patay,Patay
PAU,pau,Pau
PAUILLAC,pauillac,Pauillac
PAULHAN,paulhan,Paulhan
PAVILLY,pavilly,Pavilly
PAYNS,payns,Payns
PAYS DE BELVES,pays de belves,Pays De Belves
PAYS-DE-CLERVAL,pays de clerval,Pays-de-clerval
PECHS-DE-L'ESPERANCE,pechs de l'esperance,Pechs-de-l'esperance
PEILLE,peille,Peille
PEILLON,peillon,Peillon
PEIPIN,peipin,Peipin
PELLEVOISIN,pellevoisin,Pellevoisin
PELTRE,peltre,Peltre
PENNE-D'AGENAIS,penne d'agenais,Penne-d'agenais
PERCY,percy,Percy
PERENCHIES,perenchies,Perenchies
PERIGNY,perigny,Perigny
PERIGUEUX,perigueux,Perigueux
PERLES-ET-CASTELET,perles et castelet,Perles-et-castelet
PEROLS-SUR-VEZERE,perols sur vezere,Perols-sur-vezere
PERON,peron,Peron
PERONNE,peronne,Peronne
PERONVILLE,peronville,Peronville
PERPIGNAN,perpignan,Perpignan
PERRIGNIER,perrignier,Perrignier
PERRIGNY-LES-DIJON,perrigny les dijon,Perrigny-les-dijon
PERRUSSON,perrusson,Perrusson
PERS-JUSSY,pers jussy,Pers-jussy
PERSAN,persan,Persan
PERTUIS,pertuis,Pertuis
PESCHADOIRES,peschadoires,Peschadoires
PESEUX,peseux,Peseux
PESSAC,pessac,Pessac
PETIT-COURONNE,petit couronne,Petit-couronne
PETIT-REDERCHING,petit rederching,Petit-rederching
PEUPLINGUES,peuplingues,Peuplingues
PEXIORA,pexiora,Pexiora
PEYNIER,peynier,Peynier
PEYPIN,peypin,Peypin
PEYRAUD,peyraud,Peyraud
PEYRE EN AUBRAC,peyre en aubrac,Peyre En Aubrac
PEYREHORADE,peyrehorade,Peyrehorade
PEYRILHAC,peyrilhac,Peyrilhac
PEYRILLES,peyrilles,Peyrilles
PEYRUIS,peyruis,Peyruis
PEZE-LE-ROBERT,peze le robert,Peze-le-robert
PEZENAS,pezenas,Pezenas
PEZENS,pezens,Pezens
PEZOU,pezou,Pezou
PHALEMPIN,phalempin,Phalempin
PHILIPPSBOURG,philippsbourg,Philippsbourg
PIBRAC,pibrac,Pibrac
PICQUIGNY,picquigny,Picquigny
PIEGROS-LA-CLASTRE,piegros la clastre,Piegros-la-clastre
PIENNES,piennes,Piennes
PIERRE-BENITE,pierre benite,Pierre-benite
PIERRE-BUFFIERE,pierre buffiere,Pierre-buffiere
PIERREFITTE-NESTALAS,pierrefitte nestalas,Pierrefitte-nestalas
PIERREFITTE-SUR-SEINE,pierrefitte sur seine,Pierrefitte-sur-seine
PIERRELATTE,pierrelatte,Pierrelatte
PIERRELAYE,pierrelaye,Pierrelaye
PIERREPONT,pierrepont,Pierrepont
PIERREVILLE,pierreville,Pierreville
PIGNANS,pignans,Pignans
PIHEN-LES-GUINES,pihen les guines,Pihen-les-guines
PIMPREZ,pimprez,Pimprez
PINEUILH,pineuilh,Pineuilh
PINEY,piney,Piney
PINON,pinon,Pinon
PINS-JUSTARET,pins justaret,Pins-justaret
PIOLENC,piolenc,Piolenc
PISANY,pisany,Pisany
PITHIVIERS,pithiviers,Pithiviers
PLAINE-D'ARGENSON,plaine d'argenson,Plaine-d'argenson
PLAINES-SAINT-LANGE,plaines saint lange,Plaines-saint-lange
PLAINTEL,plaintel,Plaintel
PLAISIR,plaisir,Plaisir
PLANCOET,plancoet,Plancoet
PLANES,planes,Planes
PLEAUX,pleaux,Pleaux
PLECHATEL,plechatel,Plechatel
PLEINE-FOUGERES,pleine fougeres,Pleine-fougeres
PLENEE-JUGON,plenee jugon,Plenee-jugon
PLERGUER,plerguer,Plerguer
PLESNOY,plesnoy,Plesnoy
PLESTAN,plestan,Plestan
PLEUDIHEN-SUR-RANCE,pleudihen sur rance,Pleudihen-sur-rance
PLEYBER-CHRIST,pleyber christ,Pleyber-christ
PLOEMEL,ploemel,Ploemel
PLOMBIERES-LES-DIJON,plombieres les dijon,Plombieres-les-dijon
PLOUBEZRE,ploubezre,Ploubezre
PLOUEC-DU-TRIEUX,plouec du trieux,Plouec-du-trieux
PLOUENAN,plouenan,Plouenan
PLOUGONVER,plougonver,Plougonver
PLOUHARNEL,plouharnel,Plouharnel
PLOUIGNEAU,plouigneau,Plouigneau
PLOUNERIN,plounerin,Plounerin
PLOURIVO,plourivo,Plourivo
PLOUVARA,plouvara,Plouvara
PLUMELIAU-BIEUZY,plumeliau bieuzy,Plumeliau-bieuzy
PLUNERET,pluneret,Pluneret
PLUVIGNER,pluvigner,Pluvigner
PLŒUC-L'HERMITAGE,plœuc l'hermitage,Plœuc-l'hermitage
PODENSAC,podensac,Podensac
POIGNY,poigny,Poigny
POINCON-LES-LARREY,poincon les larrey,Poincon-les-larrey
POINSON-LES-GRANCEY,poinson les grancey,Poinson-les-grancey
POISSY,poissy,Poissy
POITIERS,poitiers,Poitiers
POIX-DE-PICARDIE,poix de picardie,Poix-de-picardie
POIX-TERRON,poix terron,Poix-terron
POLIENAS,polienas,Polienas
POLIGNY,poligny,Poligny
POLISOT,polisot,Polisot
POLLIAT,polliat,Polliat
POLMINHAC,polminhac,Polminhac
POMAS,pomas,Pomas
POMMEUSE,pommeuse,Pommeuse
POMMEVIC,pommevic,Pommevic
POMPEY,pompey,Pompey
POMPIERRE-SUR-DOUBS,pompierre sur doubs,Pompierre-sur-doubs
PONS,pons,Pons
PONT-A-MOUSSON,pont a mousson,Pont-a-mousson
PONT-AUDEMER,pont audemer,Pont-audemer
PONT-D'AIN,pont d'ain,Pont-d'ain
PONT-D'HERY,pont d'hery,Pont-d'hery
PONT-DE-BUIS-LES-QUIMERCH,pont de buis les quimerch,Pont-de-buis-les-quimerch
PONT-DE-L'ISERE,pont de l'isere,Pont-de-l'isere
PONT-DE-METZ,pont de metz,Pont-de-metz
PONT-DE-ROIDE-VERMONDANS,pont de roide vermondans,Pont-de-roide-vermondans
PONT-DU-CASSE,pont du casse,Pont-du-casse
PONT-DU-CHATEAU,pont du chateau,Pont-du-chateau
PONT-L'EVEQUE,pont l'eveque,Pont-l'eveque
PONT-MELVEZ,pont melvez,Pont-melvez
PONT-REMY,pont remy,Pont-remy
PONT-SAINT-ESPRIT,pont saint esprit,Pont-saint-esprit
PONT-SAINT-PIERRE,pont saint pierre,Pont-saint-pierre
PONT-SAINT-VINCENT,pont saint vincent,Pont-saint-vincent
PONT-SAINTE-MAXENCE,pont sainte maxence,Pont-sainte-maxence
PONT-SALOMON,pont salomon,Pont-salomon
PONT-SUR-SEINE,pont sur seine,Pont-sur-seine
PONT-SUR-YONNE,pont sur yonne,Pont-sur-yonne
PONTARLIER,pontarlier,Pontarlier
PONTCHARRA,pontcharra,Pontcharra
PONTCHATEAU,pontchateau,Pontchateau
PONTEILS-ET-BRESIS,ponteils et bresis,Ponteils-et-bresis
PONTFAVERGER-MORONVILLIERS,pontfaverger moronvilliers,Pontfaverger-moronvilliers
PONTGIBAUD,pontgibaud,Pontgibaud
PONTGOUIN,pontgouin,Pontgouin
PONTHOILE,ponthoile,Ponthoile
PONTIGNY,pontigny,Pontigny
PONTIVY,pontivy,Pontivy
PONTOISE,pontoise,Pontoise
PONTORSON,pontorson,Pontorson
PONTRIEUX,pontrieux,Pontrieux
PONTS-ET-MARAIS,ponts et marais,Ponts-et-marais
PORNIC,pornic,Pornic
PORNICHET,pornichet,Pornichet
PORT-BAIL-SUR-MER,port bail sur mer,Port-bail-sur-mer
PORT-BRILLET,port brillet,Port-brillet
PORT-DE-BOUC,port de bouc,Port-de-bouc
PORT-JEROME-SUR-SEINE,port jerome sur seine,Port-jerome-sur-seine
PORT-LA-NOUVELLE,port la nouvelle,Port-la-nouvelle
PORT-LE-GRAND,port le grand,Port-le-grand
PORT-SAINT-LOUIS-DU-RHONE,port saint louis du rhone,Port-saint-louis-du-rhone
PORT-SAINT-PERE,port saint pere,Port-saint-pere
PORT-SAINTE-FOY-ET-PONCHAPT,port sainte foy et ponchapt,Port-sainte-foy-et-ponchapt
PORT-SAINTE-MARIE,port sainte marie,Port-sainte-marie
PORT-SUR-SAONE,port sur saone,Port-sur-saone
PORT-VENDRES,port vendres,Port-vendres
PORTA,porta,Porta
PORTES-LES-VALENCE,portes les valence,Portes-les-valence
PORTET-SUR-GARONNE,portet sur garonne,Portet-sur-garonne
PORTETS,portets,Portets
PORTIEUX,portieux,Portieux
POTHIERES,pothieres,Pothieres
POUGNY,pougny,Pougny
POUGUES-LES-EAUX,pougues les eaux,Pougues-les-eaux
POUILLENAY,pouillenay,Pouillenay
POUILLY-SOUS-CHARLIEU,pouilly sous charlieu,Pouilly-sous-charlieu
POUILLY-SUR-LOIRE,pouilly sur loire,Pouilly-sur-loire
POUILLY-SUR-MEUSE,pouilly sur meuse,Pouilly-sur-meuse
POUILLY-SUR-SERRE,pouilly sur serre,Pouilly-sur-serre
POULE-LES-ECHARMEAUX,poule les echarmeaux,Poule-les-echarmeaux
POURCIEUX,pourcieux,Pourcieux
POURU-SAINT-REMY,pouru saint remy,Pouru-saint-remy
POUSSAY,poussay,Poussay
POUSSEAUX,pousseaux,Pousseaux
POUXEUX,pouxeux,Pouxeux
POUZAC,pouzac,Pouzac
POUZAY,pouzay,Pouzay
PRADES,prades,Prades
PRANZAC,pranzac,Pranzac
PRAT-BONREPAUX,prat bonrepaux,Prat-bonrepaux
PRAYE,praye,Praye
PRE-EN-PAIL-SAINT-SAMSON,pre en pail saint samson,Pre-en-pail-saint-samson
PRECIGNE,precigne,Precigne
PRECY-SUR-OISE,precy sur oise,Precy-sur-oise
PREGILBERT,pregilbert,Pregilbert
PREIGNAC,preignac,Preignac
PREIGNAN,preignan,Preignan
PREMERY,premery,Premery
PREMIAN,premian,Premian
PRESLES,presles,Presles
PRESLES-EN-BRIE,presles en brie,Presles-en-brie
PRESSINS,pressins,Pressins
PREUILLY-SUR-CLAISE,preuilly sur claise,Preuilly-sur-claise
PREVENCHERES,prevencheres,Prevencheres
PREY,prey,Prey
PRIGONRIEUX,prigonrieux,Prigonrieux
PRIN-DEYRANCON,prin deyrancon,Prin-deyrancon
PRINGY,pringy,Pringy
PRIVAS,privas,Privas
PROUVY,prouvy,Prouvy
PROVENCHERES-ET-COLROY,provencheres et colroy,Provencheres-et-colroy
PROVINS,provins,Provins
PRUNAY,prunay,Prunay
PRUNIERES,prunieres,Prunieres
PRUNIERS-EN-SOLOGNE,pruniers en sologne,Pruniers-en-sologne
PRUSLY-SUR-OURCE,prusly sur ource,Prusly-sur-ource
PUBERG,puberg,Puberg
PUBLIER,publier,Publier
PUGET-SUR-ARGENS,puget sur argens,Puget-sur-argens
PUGET-VILLE,puget ville,Puget-ville
PUILAURENS,puilaurens,Puilaurens
PUISEAUX,puiseaux,Puiseaux
PUJO,pujo,Pujo
PUNEROT,punerot,Punerot
PURE,pure,Pure
PUTEAUX,puteaux,Puteaux
PUY-GUILLAUME,puy guillaume,Puy-guillaume
PUYBRUN,puybrun,Puybrun
PUYOO,puyoo,Puyoo
QUEDILLAC,quedillac,Quedillac
QUEMENEVEN,quemeneven,Quemeneven
QUEND,quend,Quend
QUESNOY-LE-MONTANT,quesnoy le montant,Quesnoy-le-montant
QUESNOY-SUR-DEULE,quesnoy sur deule,Quesnoy-sur-deule
QUESTEMBERT,questembert,Questembert
QUETTEVILLE,quetteville,Quetteville
QUETTREVILLE-SUR-SIENNE,quettreville sur sienne,Quettreville-sur-sienne
QUEYRAC,queyrac,Queyrac
QUIBERON,quiberon,Quiberon
QUIERS-SUR-BEZONDE,quiers sur bezonde,Quiers-sur-bezonde
QUIERY-LA-MOTTE,quiery la motte,Quiery-la-motte
QUILLAN,quillan,Quillan
QUIMPER,quimper,Quimper
QUIMPERLE,quimperle,Quimperle
QUINCAMPOIX-FLEUZY,quincampoix fleuzy,Quincampoix-fleuzy
QUINCIEUX,quincieux,Quincieux
RACQUINGHEM,racquinghem,Racquinghem
RADEPONT,radepont,Radepont
RAEDERSHEIM,raedersheim,Raedersheim
RAI,rai,Rai
RAISMES,raismes,Raismes
RAMBERVILLERS,rambervillers,Rambervillers
RAMBOUILLET,rambouillet,Rambouillet
RAMBUCOURT,rambucourt,Rambucourt
RAMPAN,rampan,Rampan
RANCHOT,ranchot,Ranchot
RANDAN,randan,Randan
RANG,rang,Rang
RANG-DU-FLIERS,rang du fliers,Rang-du-fliers
RANSPACH,ranspach,Ranspach
RANTIGNY,rantigny,Rantigny
RAON-L'ETAPE,raon l'etape,Raon-l'etape
RAVES,raves,Raves
RAZAC-SUR-L'ISLE,razac sur l'isle,Razac-sur-l'isle
RAZE,raze,Raze
REALVILLE,realville,Realville
REAUMONT,reaumont,Reaumont
REAUMUR,reaumur,Reaumur
RECEY-SUR-OURCE,recey sur ource,Recey-sur-ource
RECHICOURT-LE-CHATEAU,rechicourt le chateau,Rechicourt-le-chateau
RECOUBEAU-JANSAC,recoubeau jansac,Recoubeau-jansac
RECQUIGNIES,recquignies,Recquignies
REDING,reding,Reding
REDON,redon,Redon
REGNIE-DURETTE,regnie durette,Regnie-durette
REGNY,regny,Regny
REGUISHEIM,reguisheim,Reguisheim
REHON,rehon,Rehon
REICHSHOFFEN,reichshoffen,Reichshoffen
REICHSTETT,reichstett,Reichstett
REIGNAC,reignac,Reignac
REIGNAC-SUR-INDRE,reignac sur indre,Reignac-sur-indre
REIGNIER-ESERY,reignier esery,Reignier-esery
REIMS,reims,Reims
REMALARD EN PERCHE,remalard en perche,Remalard En Perche
REMELFING,remelfing,Remelfing
REMILLY,remilly,Remilly
REMILLY-AILLICOURT,remilly aillicourt,Remilly-aillicourt
REMIREMONT,remiremont,Remiremont
REMONCOURT,remoncourt,Remoncourt
REMOULINS,remoulins,Remoulins
REMY,remy,Remy
RENESCURE,renescure,Renescure
RENNES,rennes,Rennes
RESSONS-LE-LONG,ressons le long,Ressons-le-long
RESSONS-SUR-MATZ,ressons sur matz,Ressons-sur-matz
RETERRE,reterre,Reterre
RETHEL,rethel,Rethel
RETIERS,retiers,Retiers
RETOURNAC,retournac,Retournac
RETY,rety,Rety
REUILLY,reuilly,Reuilly
REVEL,revel,Revel
REVENTIN-VAUGRIS,reventin vaugris,Reventin-vaugris
REVIGNY-SUR-ORNAIN,revigny sur ornain,Revigny-sur-ornain
REVIN,revin,Revin
REVONNAS,revonnas,Revonnas
REYRIEUX,reyrieux,Reyrieux
REZE,reze,Reze
RIA-SIRACH,ria sirach,Ria-sirach
RIBECOURT-DRESLINCOURT,ribecourt dreslincourt,Ribecourt-dreslincourt
RICHEMONT,richemont,Richemont
RICHWILLER,richwiller,Richwiller
RIEDSELTZ,riedseltz,Riedseltz
RIEUX,rieux,Rieux
RIEUX-EN-CAMBRESIS,rieux en cambresis,Rieux-en-cambresis
RILLIEUX-LA-PAPE,rillieux la pape,Rillieux-la-pape
RILLY-LA-MONTAGNE,rilly la montagne,Rilly-la-montagne
RILLY-SUR-AISNE,rilly sur aisne,Rilly-sur-aisne
RIMAUCOURT,rimaucourt,Rimaucourt
RINXENT,rinxent,Rinxent
RIOLS,riols,Riols
RIOM,riom,Riom
RIOM-ES-MONTAGNES,riom es montagnes,Riom-es-montagnes
RION-DES-LANDES,rion des landes,Rion-des-landes
RIS,ris,Ris
RIS-ORANGIS,ris orangis,Ris-orangis
RISCLE,riscle,Riscle
RIVARENNES,rivarennes,Rivarennes
RIVE-DE-GIER,rive de gier,Rive-de-gier
RIVENTOSA,riventosa,Riventosa
RIVES,rives,Rives
RIVES D'ANDAINE,rives d'andaine,Rives D'andaine
RIVES-D'AUTISE,rives d'autise,Rives-d'autise
RIVES DE L'YON,rives de l'yon,Rives De L'yon
RIVES-DU-LOIR-EN-ANJOU,rives du loir en anjou,Rives-du-loir-en-anjou
RIVES-EN-SEINE,rives en seine,Rives-en-seine
RIVESALTES,rivesaltes,Rivesaltes
RIVIERE-SAAS-ET-GOURBY,riviere saas et gourby,Riviere-saas-et-gourby
RIXHEIM,rixheim,Rixheim
ROANNE,roanne,Roanne
ROBIAC-ROCHESSADOULE,robiac rochessadoule,Robiac-rochessadoule
ROCAMADOUR,rocamadour,Rocamadour
ROCHE-LEZ-BEAUPRE,roche lez beaupre,Roche-lez-beaupre
ROCHECHOUART,rochechouart,Rochechouart
ROCHEFORT,rochefort,Rochefort
ROCHEFORT-SUR-NENON,rochefort sur nenon,Rochefort-sur-nenon
ROCHEMAURE,rochemaure,Rochemaure
ROCHEVILLE,rocheville,Rocheville
ROCHY-CONDE,rochy conde,Rochy-conde
RODALBE,rodalbe,Rodalbe
RODEZ,rodez,Rodez
ROGNAC,rognac,Rognac
ROHRBACH-LES-BITCHE,rohrbach les bitche,Rohrbach-les-bitche
ROINVILLE,roinville,Roinville
ROISEL,roisel,Roisel
ROISSY-EN-BRIE,roissy en brie,Roissy-en-brie
ROLAMPONT,rolampont,Rolampont
ROLLEVILLE,rolleville,Rolleville
ROMANS-SUR-ISERE,romans sur isere,Romans-sur-isere
ROMBAS,rombas,Rombas
ROMERIES,romeries,Romeries
ROMESCAMPS,romescamps,Romescamps
ROMILLY-SUR-ANDELLE,romilly sur andelle,Romilly-sur-andelle
ROMILLY-SUR-SEINE,romilly sur seine,Romilly-sur-seine
ROMORANTIN-LANTHENAY,romorantin lanthenay,Romorantin-lanthenay
RONCENAY,roncenay,Roncenay
RONCHAMP,ronchamp,Ronchamp
RONCHIN,ronchin,Ronchin
RONCQ,roncq,Roncq
ROPPENHEIM,roppenheim,Roppenheim
ROQUEBRUNE-CAP-MARTIN,roquebrune cap martin,Roquebrune-cap-martin
ROQUEBRUNE-SUR-ARGENS,roquebrune sur argens,Roquebrune-sur-argens
ROQUEFORT,roquefort,Roquefort
ROQUEMAURE,roquemaure,Roquemaure
ROQUEREDONDE,roqueredonde,Roqueredonde
ROQUEVAIRE,roquevaire,Roquevaire
ROSCOFF,roscoff,Roscoff
ROSHEIM,rosheim,Rosheim
ROSIERES-EN-SANTERRE,rosieres en santerre,Rosieres-en-santerre
ROSIERES-SUR-MANCE,rosieres sur mance,Rosieres-sur-mance
ROSIERS-D'EGLETONS,rosiers d'egletons,Rosiers-d'egletons
ROSNY-SOUS-BOIS,rosny sous bois,Rosny-sous-bois
ROSNY-SUR-SEINE,rosny sur seine,Rosny-sur-seine
ROSPORDEN,rosporden,Rosporden
ROSSELANGE,rosselange,Rosselange
ROSSILLON,rossillon,Rossillon
ROSULT,rosult,Rosult
ROTHAU,rothau,Rothau
ROUBAIX,roubaix,Roubaix
ROUEN,rouen,Rouen
ROUESSE-VASSE,rouesse vasse,Rouesse-vasse
ROUFFACH,rouffach,Rouffach
ROUGE,rouge,Rouge
ROUGEMONT,rougemont,Rougemont
ROUILLE,rouille,Rouille
ROUILLY-SACEY,rouilly sacey,Rouilly-sacey
ROUILLY-SAINT-LOUP,rouilly saint loup,Rouilly-saint-loup
ROUNTZENHEIM-AUENHEIM,rountzenheim auenheim,Rountzenheim-auenheim
ROUSIES,rousies,Rousies
ROUVRES-EN-XAINTOIS,rouvres en xaintois,Rouvres-en-xaintois
ROUVROY-SUR-AUDRY,rouvroy sur audry,Rouvroy-sur-audry
ROUXMESNIL-BOUTEILLES,rouxmesnil bouteilles,Rouxmesnil-bouteilles
ROYAN,royan,Royan
ROYAUCOURT-ET-CHAILVET,royaucourt et chailvet,Royaucourt-et-chailvet
ROYE,roye,Roye
ROYE-SUR-MATZ,roye sur matz,Roye-sur-matz
ROYERES,royeres,Royeres
ROZEROTTE,rozerotte,Rozerotte
ROZIERES-SUR-MOUZON,rozieres sur mouzon,Rozieres-sur-mouzon
ROZOY-SUR-SERRE,rozoy sur serre,Rozoy-sur-serre
RUE,rue,Rue
RUEIL-MALMAISON,rueil malmaison,Rueil-malmaison
RUELLE-SUR-TOUVRE,ruelle sur touvre,Ruelle-sur-touvre
RUESNES,ruesnes,Ruesnes
RUFFEC,ruffec,Ruffec
RUFFEY-LES-ECHIREY,ruffey les echirey,Ruffey-les-echirey
RUITZ,ruitz,Ruitz
RULLY,rully,Rully
RUMIGNY,rumigny,Rumigny
RUMILLY,rumilly,Rumilly
RUMILLY-EN-CAMBRESIS,rumilly en cambresis,Rumilly-en-cambresis
RUMINGHEM,ruminghem,Ruminghem
RUNGIS,rungis,Rungis
RUPPES,ruppes,Ruppes
RUYNES-EN-MARGERIDE,ruynes en margeride,Ruynes-en-margeride
RŒSCHWOOG,rœschwoog,Rœschwoog
RŒULX,rœulx,Rœulx
RŒUX,rœux,Rœux
SAACY-SUR-MARNE,saacy sur marne,Saacy-sur-marne
SAALES,saales,Saales
SABLE-SUR-SARTHE,sable sur sarthe,Sable-sur-sarthe
SABLONS SUR HUISNE,sablons sur huisne,Sablons Sur Huisne
SACHY,sachy,Sachy
SAIL-SOUS-COUZAN,sail sous couzan,Sail-sous-couzan
SAILLAGOUSE,saillagouse,Saillagouse
SAILLANS,saillans,Saillans
SAILLAT-SUR-VIENNE,saillat sur vienne,Saillat-sur-vienne
SAILLY-SUR-LA-LYS,sailly sur la lys,Sailly-sur-la-lys
SAIN-BEL,sain bel,Sain-bel
SAINCAIZE-MEAUCE,saincaize meauce,Saincaize-meauce
SAINGHIN-EN-WEPPES,sainghin en weppes,Sainghin-en-weppes
SAINS-DU-NORD,sains du nord,Sains-du-nord
SAINS-EN-GOHELLE,sains en gohelle,Sains-en-gohelle
SAINS-RICHAUMONT,sains richaumont,Sains-richaumont
SAINT-AFFRIQUE,saint affrique,Saint-affrique
SAINT-AGNAN,saint agnan,Saint-agnan
SAINT-AIGNAN-DE-COUPTRAIN,saint aignan de couptrain,Saint-aignan-de-couptrain
SAINT-AIGULIN,saint aigulin,Saint-aigulin
SAINT-ALBAN-DE-ROCHE,saint alban de roche,Saint-alban-de-roche
SAINT-ALYRE-D'ARLANC,saint alyre d'arlanc,Saint-alyre-d'arlanc
SAINT-AMAND-LES-EAUX,saint amand les eaux,Saint-amand-les-eaux
SAINT-AMAND-LONGPRE,saint amand longpre,Saint-amand-longpre
SAINT-AMANDIN,saint amandin,Saint-amandin
SAINT-AMANT-DE-BOIXE,saint amant de boixe,Saint-amant-de-boixe
SAINT-AMARIN,saint amarin,Saint-amarin
SAINT-AMBROIX,saint ambroix,Saint-ambroix
SAINT-AMOUR,saint amour,Saint-amour
SAINT-ANDRE-DE-CORCY,saint andre de corcy,Saint-andre-de-corcy
SAINT-ANDRE-DE-CUBZAC,saint andre de cubzac,Saint-andre-de-cubzac
SAINT-ANDRE-DE-L'EURE,saint andre de l'eure,Saint-andre-de-l'eure
SAINT-ANDRE-DE-LIDON,saint andre de lidon,Saint-andre-de-lidon
SAINT-ANDRE-EN-TERRE-PLAINE,saint andre en terre plaine,Saint-andre-en-terre-plaine
SAINT-ANDRE-LE-GAZ,saint andre le gaz,Saint-andre-le-gaz
SAINT-ANDRE-LE-PUY,saint andre le puy,Saint-andre-le-puy
SAINT-ANDRE-LEZ-LILLE,saint andre lez lille,Saint-andre-lez-lille
SAINT-ANTOINE-DE-BREUILH,saint antoine de breuilh,Saint-antoine-de-breuilh
SAINT-ANTOINE-DU-ROCHER,saint antoine du rocher,Saint-antoine-du-rocher
SAINT-ANTOINE-LA-FORET,saint antoine la foret,Saint-antoine-la-foret
SAINT-ARMEL,saint armel,Saint-armel
SAINT-ARNOULT,saint arnoult,Saint-arnoult
SAINT-ASTIER,saint astier,Saint-astier
SAINT-AUBERT,saint aubert,Saint-aubert
SAINT-AUBIN,saint aubin,Saint-aubin
SAINT-AUBIN-DES-BOIS,saint aubin des bois,Saint-aubin-des-bois
SAINT-AUBIN-DES-LANDES,saint aubin des landes,Saint-aubin-des-landes
SAINT-AUBIN-LES-ELBEUF,saint aubin les elbeuf,Saint-aubin-les-elbeuf
SAINT-AUBIN-SUR-LOIRE,saint aubin sur loire,Saint-aubin-sur-loire
SAINT-AUBIN-SUR-SCIE,saint aubin sur scie,Saint-aubin-sur-scie
SAINT-AULAIRE,saint aulaire,Saint-aulaire
SAINT-AUNES,saint aunes,Saint-aunes
SAINT-AVIT,saint avit,Saint-avit
SAINT-AVRE,saint avre,Saint-avre
SAINT-AY,saint ay,Saint-ay
SAINT-BARTHELEMY,saint barthelemy,Saint-barthelemy
SAINT-BARTHELEMY-D'ANJOU,saint barthelemy d'anjou,Saint-barthelemy-d'anjou
SAINT-BENOIT,saint benoit,Saint-benoit
SAINT-BENOIT-LA-FORET,saint benoit la foret,Saint-benoit-la-foret
SAINT-BERAIN-SUR-DHEUNE,saint berain sur dheune,Saint-berain-sur-dheune
SAINT-BERON,saint beron,Saint-beron
SAINT-BERTHEVIN,saint berthevin,Saint-berthevin
SAINT-BLAISE-LA-ROCHE,saint blaise la roche,Saint-blaise-la-roche
SAINT-BONNET-DE-ROCHEFORT,saint bonnet de rochefort,Saint-bonnet-de-rochefort
SAINT-BONNET-EN-BRESSE,saint bonnet en bresse,Saint-bonnet-en-bresse
SAINT BONNET-LAVAL,saint bonnet laval,Saint Bonnet-laval
SAINT-BRANDAN,saint brandan,Saint-brandan
SAINT-BRICE,saint brice,Saint-brice
SAINT-BRICE-COURCELLES,saint brice courcelles,Saint-brice-courcelles
SAINT-BRICE-SOUS-FORET,saint brice sous foret,Saint-brice-sous-foret
